car,price,body,mileage,engV,engType,registration,year,model,drive,purchase_date
Toyota,21800,crossover,63,2,Petrol,yes,2013,Rav 4,front,28-01-2010
Nissan,6600,sedan,110,1.6,Petrol,yes,2007,Almera,front,29-01-2010
Mercedes-Benz,11800,sedan,215,3.2,Petrol,yes,2003,E-Class,rear,01-02-2010
BMW,12800,sedan,194,4.4,Gas,yes,2002,745,rear,02-02-2010
Chevrolet,5500,sedan,168,NA,Petrol,yes,2005,Lacetti,front,03-02-2010
Mercedes-Benz,13000,sedan,191,1.8,Petrol,yes,2005,E-Class,rear,04-02-2010
Renault,2850,hatch,315,2.2,Diesel,no,2003,Laguna,front,05-02-2010
Mercedes-Benz,137000,crossover,82,5.5,Petrol,yes,2014,G 63 AMG,full,06-02-2010
Hyundai,9500,crossover,170,2,Gas,yes,2008,Tucson,,08-02-2010
Volkswagen,4999,hatch,300,1.9,Diesel,yes,1999,Golf IV,front,09-02-2010
Audi,23000,other,115,1.8,Petrol,yes,2008,S4,,10-02-2010
Renault,8800,van,205,1.9,Diesel,yes,2006,Trafic пасс.,front,11-02-2010
Honda,10500,sedan,190,2,Gas,yes,2006,Accord,front,15-02-2010
Mercedes-Benz,21000,crossover,208,3.5,Petrol,yes,2007,ML 350,full,16-02-2010
Renault,9300,van,94,2,Diesel,yes,2012,Trafic груз.,front,17-02-2010
GAZ,1296.75,sedan,70,2.44,Gas,yes,1982,24,rear,18-02-2010
Hyundai,8200,hatch,27,1.4,Petrol,yes,2011,i30,,19-02-2010
Ford,11500,hatch,19,1.4,Petrol,yes,2011,Focus,front,22-02-2010
Mercedes-Benz,56800,sedan,74,6.3,Petrol,yes,2010,S 63 AMG,rear,23-02-2010
Daewoo,2999,other,214,1.5,Petrol,yes,2007,Lanos,front,24-02-2010
Citroen,3100,van,300,1.9,Diesel,yes,1999,Jumpy груз.,front,25-02-2010
Nissan,17900,crossover,80,3.5,Petrol,yes,2009,Murano,full,26-02-2010
Mercedes-Benz,42500,sedan,100,5.5,Petrol,yes,2011,S 500,full,02-03-2010
BMW,3500,hatch,1,2,Petrol,yes,2006,120,rear,03-03-2010
Ford,9900,hatch,78,1,Petrol,yes,2013,Fiesta,front,04-03-2010
Volkswagen,4200,sedan,1,1.4,Petrol,yes,2012,Golf VI,front,05-03-2010
Audi,2099,sedan,314,1.9,Diesel,no,1996,A4,front,08-03-2010
Mercedes-Benz,0,other,176,3,Diesel,yes,2008,E-Class,,09-03-2010
Chevrolet,6000,sedan,105,2.5,Petrol,yes,2007,Epica,front,10-03-2010
Skoda,8500,sedan,203,1.6,Gas,yes,2007,Octavia Tour,front,11-03-2010
Renault,3400,van,260,2.2,Diesel,no,2005,Espace,front,12-03-2010
Renault,4600,van,265,1.5,Diesel,yes,2008,Kangoo груз.,front,15-03-2010
Land Rover,29500,crossover,141,3.6,Diesel,yes,2008,Range Rover,full,16-03-2010
Ford,20900,hatch,3,NA,Other,yes,2015,Focus Electric,front,17-03-2010
Skoda,5550,sedan,170,1.8,Petrol,yes,2002,Octavia,front,18-03-2010
Audi,13200,vagon,182,2.7,Gas,yes,2003,A6 Allroad,full,19-03-2010
VAZ,2450,sedan,152,1.6,Petrol,yes,2005,2110,front,22-03-2010
Volkswagen,10000,van,220,1.9,Diesel,yes,2008,Caddy пасс.,front,23-03-2010
VAZ,9151.35,vagon,0,1.7,Petrol,yes,2016,2121,full,25-03-2010
Renault,13900,vagon,89,1.5,Diesel,yes,2013,Megane,front,26-03-2010
Toyota,13500,crossover,150,4.7,Gas,yes,2002,Land Cruiser 100,full,29-03-2010
BMW,33500,sedan,1,1.5,Petrol,yes,2015,318,rear,30-03-2010
Lexus,55723.2,crossover,24,2.5,Petrol,yes,2014,NX 300,full,31-03-2010
Kia,13500,crossover,107,2.5,Diesel,yes,2008,Sorento,full,01-04-2010
SsangYong,19000,crossover,70,2,Diesel,yes,2013,Korando,full,05-04-2010
Volkswagen,9900,van,149,1.6,Diesel,yes,2013,Caddy груз.,front,06-04-2010
Skoda,19740,sedan,0,1.4,Petrol,yes,2016,Octavia A7,front,07-04-2010
Mercedes-Benz,115000,sedan,47,4.6,Petrol,yes,2013,S 500,full,08-04-2010
Audi,35000,sedan,92,2.8,Petrol,yes,2013,A6,full,09-04-2010
Opel,4000,vagon,320,1.9,Diesel,no,2005,Vectra C,front,12-04-2010
Volkswagen,9800,van,220,1.9,Diesel,yes,2008,Caddy груз.,front,13-04-2010
Kia,22000,crossover,70,NA,Other,yes,2013,Sportage,,15-04-2010
Isuzu,6000,crossover,175,2.8,Diesel,yes,1987,Trooper,,16-04-2010
Mercedes-Benz,2600,hatch,178,1.7,Diesel,no,1999,A 170,front,19-04-2010
Renault,8000,sedan,175,2,Gas,yes,2005,Megane,front,20-04-2010
Nissan,7700,sedan,130,1.6,Gas,yes,2008,Almera,front,21-04-2010
Daewoo,3250,sedan,153,1.3,Petrol,yes,2004,Sens,front,22-04-2010
Land Rover,53500,crossover,120,4.4,Diesel,yes,2011,Range Rover,full,23-04-2010
Kia,3700,other,420,1.6,Petrol,yes,2002,Sephia,front,26-04-2010
Hyundai,6400,sedan,113,1.4,Petrol,yes,2007,Accent,front,27-04-2010
Volkswagen,4500,hatch,199,1.8,Petrol,yes,1996,Golf III,front,28-04-2010
Toyota,12000,sedan,133,2.4,Gas,yes,2008,Camry,front,29-04-2010
Opel,3800,hatch,169,1,Petrol,yes,2000,Corsa,front,30-04-2010
Volkswagen,4300,vagon,289,2,Petrol,yes,1994,Passat B4,front,03-05-2010
Honda,17000,crossover,110,2,Petrol,yes,2007,CR-V,full,04-05-2010
Renault,10900,van,138,2,Diesel,yes,2012,Trafic груз.,front,05-05-2010
Volkswagen,4400,sedan,290,1.8,Gas,yes,1997,Vento,front,06-05-2010
Daewoo,3600,hatch,106,0.8,Petrol,yes,2006,Matiz,front,07-05-2010
Seat,1550,hatch,100,NA,Other,yes,1991,Ibiza,,10-05-2010
Ford,2600,hatch,180,1.8,Diesel,yes,1999,Fiesta,front,11-05-2010
Chevrolet,7400,sedan,126,1.8,Gas,yes,2007,Lacetti,,12-05-2010
Skoda,38680,sedan,0,1.8,Petrol,yes,2016,Superb,front,13-05-2010
Volkswagen,7800,van,380,2.5,Diesel,yes,1999,T4 (Transporter) пасс.,front,14-05-2010
Volkswagen,14000,crossover,194,3.2,Gas,yes,2004,Touareg,full,17-05-2010
Audi,2650,vagon,268,2.5,Diesel,no,2000,A6,,18-05-2010
Mercedes-Benz,22000,crossover,225,3.5,Gas,yes,2007,ML 350,full,19-05-2010
BMW,5000,sedan,305,2,Petrol,yes,1995,520,rear,20-05-2010
Skoda,17200,sedan,102,1.8,Petrol,yes,2013,Superb,front,21-05-2010
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front,24-05-2010
BMW,24999,vagon,24,2,Petrol,yes,2012,X1,rear,25-05-2010
Volkswagen,17900,crossover,70,1.4,Petrol,yes,2012,Tiguan,front,26-05-2010
GAZ,2200,other,32,2.3,Gas,yes,2002,3221 GAZель,rear,27-05-2010
Toyota,15500,sedan,129,3.5,Other,yes,2008,Camry,front,28-05-2010
Kia,22500,crossover,70,2,Diesel,yes,2013,Sportage,full,31-05-2010
Suzuki,11000,crossover,136,2,Petrol,yes,2007,Grand Vitara,full,01-06-2010
Opel,11500,sedan,125,2.8,Petrol,yes,2008,Vectra C,front,02-06-2010
ZAZ,6650,hatch,44,1.5,Petrol,yes,2013,Vida,front,03-06-2010
Ford,8600,hatch,36,1,Petrol,yes,2013,Fiesta,front,04-06-2010
Skoda,14000,sedan,70,2,Petrol,yes,2008,Octavia A5,front,07-06-2010
BMW,5000,sedan,400,2,Petrol,yes,1991,520,rear,08-06-2010
Renault,8500,sedan,57,1.2,Gas,yes,2013,Logan,front,09-06-2010
Audi,9800,hatch,165,1.6,Gas,yes,2006,A3,front,10-06-2010
Toyota,17200,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,full,11-06-2010
Mitsubishi,2500,crossover,1,2.5,Diesel,yes,2007,L 200,full,14-06-2010
Kia,17777,crossover,1,2.4,Petrol,yes,2010,Sorento,full,15-06-2010
Infiniti,27500,crossover,98,3.5,Petrol,yes,2008,FX 35,full,16-06-2010
Volkswagen,12900,sedan,157,1.8,Gas,yes,2008,Passat B6,front,17-06-2010
Volkswagen,12700,van,164,1.6,Diesel,yes,2012,Touran,front,18-06-2010
Chery,2499,sedan,170,1.6,Petrol,yes,2008,Amulet,front,21-06-2010
Volkswagen,3300,sedan,200,1.8,Petrol,yes,1989,Passat B3,front,22-06-2010
Chevrolet,3400,sedan,150,1.5,Petrol,yes,2004,Aveo,front,23-06-2010
VAZ,2850,sedan,150,1.6,Petrol,yes,2008,21099,front,24-06-2010
Nissan,14999,crossover,70,2,Petrol,yes,2010,Qashqai,front,25-06-2010
Renault,5950,sedan,277,1.5,Diesel,yes,2005,Megane,front,28-06-2010
BMW,0,crossover,6,4.4,Petrol,yes,2016,X5 M,full,29-06-2010
Hyundai,10900,crossover,97,2,Diesel,yes,2008,Tucson,full,30-06-2010
Lexus,48000,other,50,5.7,Petrol,yes,2009,LX 570,full,01-07-2010
Toyota,14900,hatch,100,1.8,Other,yes,2010,Prius,front,02-07-2010
Toyota,6900,hatch,109,1.3,Gas,yes,2007,Yaris,front,05-07-2010
Volkswagen,24000,sedan,105,2,Diesel,yes,2012,Passat CC,front,06-07-2010
UAZ,1000,crossover,3,2.4,Petrol,yes,1986,469Б,full,07-07-2010
Bogdan,4900,sedan,410,1.6,Gas,yes,2015,2110,front,08-07-2010
Mitsubishi,8400,sedan,147,2,Petrol,yes,2007,Lancer,front,09-07-2010
Peugeot,13700,hatch,54,1.6,Petrol,yes,2013,208,front,12-07-2010
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front,13-07-2010
Toyota,9950,sedan,142,1.8,Petrol,yes,2008,Avensis,front,14-07-2010
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front,15-07-2010
Mitsubishi,6500,sedan,133,1.6,Petrol,yes,2007,Lancer,front,16-07-2010
Mercedes-Benz,6800,van,250,1.7,Diesel,yes,2003,Vaneo,front,19-07-2010
Mercedes-Benz,5400,other,300,3.2,Gas,yes,1997,E-Class,rear,20-07-2010
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full,21-07-2010
Mazda,26800,sedan,31,NA,Petrol,yes,2015,6,front,22-07-2010
VAZ,2150,hatch,180,1.5,Gas,yes,1996,2109,front,23-07-2010
Porsche,24900,crossover,88,4.8,Petrol,yes,2008,Cayenne,full,26-07-2010
ZAZ,5500,sedan,60,1.5,Petrol,yes,2013,Vida,front,27-07-2010
GAZ,1800,sedan,100,2.3,Gas,yes,2000,3110,rear,28-07-2010
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front,29-07-2010
Fiat,9200,vagon,67,1.4,Petrol,yes,2013,Doblo пасс.,front,30-07-2010
Ford,19700,sedan,57,2,Petrol,yes,2012,Mondeo,front,02-08-2010
VAZ,1350,sedan,233,1.3,Petrol,yes,1984,2105,rear,03-08-2010
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front,04-08-2010
Volkswagen,8300,hatch,147,1.6,Gas,yes,2006,Golf Plus,front,05-08-2010
Renault,5000,sedan,200,1.4,Petrol,yes,2007,Clio,front,06-08-2010
Audi,14200,sedan,176,3,Diesel,yes,2005,A6,full,09-08-2010
Daewoo,4600,sedan,35,1.3,Petrol,yes,2013,Sens,front,10-08-2010
Audi,3500,sedan,1,2,Other,yes,1988,90,front,11-08-2010
Mazda,7500,sedan,169,2,Petrol,yes,2005,3,front,12-08-2010
Lexus,22499,crossover,165,3.5,Gas,yes,2008,RX 350,full,13-08-2010
Mazda,7500,sedan,170,2,Petrol,yes,2005,3,,16-08-2010
VAZ,2600,vagon,37,1.5,Petrol,yes,2006,2104,rear,17-08-2010
Toyota,8700,hatch,38,1.6,Petrol,yes,2008,Auris,front,18-08-2010
Subaru,13500,crossover,203,2,Gas,yes,2008,Forester,full,19-08-2010
Kia,3499,sedan,220,1.5,Petrol,yes,2001,Shuma,front,20-08-2010
Alfa Romeo,2350,vagon,230,1.9,Diesel,no,2003,156,front,23-08-2010
Hyundai,12900,sedan,143,2,Petrol,yes,2010,Sonata,,24-08-2010
Kia,9447.75,crossover,53,1.6,Petrol,yes,2013,Sportage,front,25-08-2010
Citroen,7700,hatch,39,1,Petrol,yes,2012,C1,front,26-08-2010
Opel,4900,sedan,300,1.8,Gas,yes,1998,Vectra B,front,27-08-2010
Peugeot,13700,hatch,2,1.2,Petrol,yes,2016,208,front,30-08-2010
VAZ,3550,hatch,67,1.6,Petrol,yes,2008,1119,front,31-08-2010
Fiat,6600,van,87,1.3,Diesel,yes,2012,Doblo груз.,front,01-09-2010
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front,02-09-2010
Kia,7500,sedan,165,2,Petrol,yes,2006,Magentis,front,03-09-2010
Kia,9850,van,82,2,Petrol,yes,2009,Carens,,06-09-2010
Mercedes-Benz,18500,sedan,143,5.5,Petrol,yes,2007,S 550,full,07-09-2010
Audi,23500,crossover,245,3,Diesel,yes,2007,Q7,full,08-09-2010
Mercedes-Benz,5800,van,282,2.2,Diesel,yes,2001,Vito пасс.,front,09-09-2010
Audi,33000,crossover,60,2,Petrol,yes,2011,Q5,full,13-09-2010
Volkswagen,24500,crossover,62,2,Diesel,yes,2012,Passat CC,front,14-09-2010
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front,15-09-2010
Mercedes-Benz,39500,sedan,30,1.6,Petrol,yes,2014,C-Class,rear,16-09-2010
Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla,front,17-09-2010
BMW,36900,crossover,82,3,Petrol,yes,2010,X6,full,20-09-2010
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full,21-09-2010
Volkswagen,0,van,277,2.5,Diesel,yes,2001,T4 (Transporter) пасс.,front,22-09-2010
VAZ,3600,sedan,189,1.6,Gas,yes,2007,2115,front,23-09-2010
Porsche,45900,crossover,54,3.6,Petrol,yes,2011,Cayenne,full,24-09-2010
Bentley,55000,sedan,100,6,Petrol,yes,2006,Continental,full,27-09-2010
Audi,35900,sedan,105,2,Diesel,yes,2014,A6,front,28-09-2010
Chevrolet,5300,sedan,196,1.5,Other,yes,2007,Aveo,front,29-09-2010
BYD,6000,sedan,64,1.6,Gas,yes,2008,F3,front,30-09-2010
Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris,front,01-10-2010
Toyota,3800,sedan,220,1.6,Petrol,yes,1994,Carina,front,04-10-2010
BYD,6700,hatch,20,1.5,Petrol,yes,2012,F3R,front,05-10-2010
Mercedes-Benz,102800,van,0,2.2,Diesel,yes,2016,V 250,rear,06-10-2010
Mitsubishi,7500,sedan,195,1.6,Gas,yes,2007,Lancer,front,07-10-2010
Seat,14500,sedan,40,1.2,Petrol,yes,2014,Toledo,front,08-10-2010
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear,11-10-2010
Ford,11200,hatch,67,1,Petrol,yes,2013,B-Max,front,12-10-2010
Daewoo,3500,sedan,180,1.5,Petrol,yes,2004,Lanos,front,13-10-2010
Nissan,1600,vagon,330,1.5,Petrol,yes,1984,Sunny,front,14-10-2010
Great Wall,7800,crossover,95,2.4,Gas,yes,2008,Hover,full,15-10-2010
Ford,11950,van,60,1.5,Diesel,yes,2015,Courier,front,18-10-2010
Renault,5899,vagon,189,NA,Diesel,no,2012,Megane,front,19-10-2010
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear,20-10-2010
Alfa Romeo,15300,sedan,62,2.2,Petrol,yes,2009,159,front,21-10-2010
Kia,6300,hatch,89,1.1,Petrol,yes,2006,Picanto,front,22-10-2010
Volkswagen,18500,sedan,217,3,Diesel,yes,2006,Phaeton,full,25-10-2010
Chery,4700,sedan,106,2,Gas,yes,2008,Elara,,26-10-2010
Mitsubishi,15700,other,68,1.8,Petrol,yes,2011,ASX,front,27-10-2010
Dacia,5400,sedan,105,1.4,Petrol,yes,2009,Logan,front,28-10-2010
Renault,11111,vagon,190,1.5,Diesel,yes,2011,Laguna,front,29-10-2010
Smart,7000,other,42,1,Petrol,yes,2012,Fortwo,rear,01-11-2010
VAZ,3899,sedan,67,1.6,Petrol,yes,2012,2115,front,02-11-2010
Chery,3400,sedan,80,1.6,Gas,yes,2009,Amulet,front,03-11-2010
Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997,S 300,rear,04-11-2010
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front,05-11-2010
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear,08-11-2010
Moskvich-AZLK,400,sedan,1,10,Petrol,yes,1985,2140,rear,09-11-2010
BMW,13700,sedan,122,2,Petrol,yes,2007,318,rear,10-11-2010
Nissan,19999,crossover,45,2,Petrol,yes,2013,X-Trail,full,11-11-2010
Volkswagen,4100,sedan,88,1.8,Gas,yes,1993,Vento,front,12-11-2010
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear,15-11-2010
Peugeot,9600,van,66,1.6,Diesel,yes,2014,Partner груз.,front,16-11-2010
Chrysler,2700,van,111,2.5,Diesel,no,2003,Grand Voyager,front,18-11-2010
VAZ,2000,sedan,42,1.5,Petrol,yes,1987,2108,,19-11-2010
Daewoo,1300,sedan,172,1.5,Petrol,no,2000,Lanos,front,22-11-2010
Chevrolet,23900,hatch,33,1.4,Other,yes,2014,Volt,front,23-11-2010
Mercedes-Benz,5900,crossover,271,2.7,Diesel,no,2003,ML 270,full,24-11-2010
Mercedes-Benz,4000,crossover,287,4,Diesel,no,2003,ML 400,full,25-11-2010
Honda,8700,sedan,150,1.8,Petrol,yes,2008,Civic,front,26-11-2010
Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo груз.,front,29-11-2010
Nissan,14700,hatch,21,NA,Other,yes,2013,Leaf,front,30-11-2010
BMW,62900,crossover,1,2,Diesel,yes,2016,X5,full,01-12-2010
Bentley,60000,sedan,54,6,Petrol,yes,2009,Continental,full,02-12-2010
Land Rover,39900,crossover,124,5,Petrol,yes,2011,Range Rover,full,03-12-2010
BMW,47000,other,5,2,Petrol,yes,2014,Z4,rear,06-12-2010
Skoda,5800,sedan,250,1.6,Petrol,yes,2001,Octavia,front,07-12-2010
Kia,7900,sedan,147,2,Gas,yes,2008,Cerato,front,08-12-2010
Audi,18400,vagon,151,2,Diesel,yes,2010,A4,front,09-12-2010
BMW,8100,vagon,180,2,Diesel,no,2011,118,front,10-12-2010
Mazda,4600,sedan,230,2,Petrol,yes,1997,626,front,13-12-2010
VAZ,1950,other,25,1.5,Gas,yes,1998,2109,front,14-12-2010
VAZ,4000,hatch,104,1.6,Petrol,yes,2008,2112,front,15-12-2010
Chevrolet,5800,sedan,172,NA,Other,yes,2008,Aveo,front,16-12-2010
Volkswagen,3600,sedan,320,1.8,Gas,yes,1989,Passat B3,front,20-12-2010
Chevrolet,5400,sedan,170,2,Gas,yes,2005,Evanda,front,21-12-2010
BMW,19900,other,218,3,Petrol,yes,2007,335,rear,22-12-2010
BMW,34900,vagon,136,2,Diesel,yes,2012,520,rear,23-12-2010
Lexus,22900,sedan,120,4.6,Petrol,yes,2008,LS 460,rear,24-12-2010
Fiat,8500,van,200,2,Diesel,yes,2007,Scudo пасс.,front,27-12-2010
ZAZ,899,other,15,1.2,Petrol,yes,1991,968,rear,28-12-2010
Chevrolet,5700,sedan,80,1.5,Petrol,yes,2007,Aveo,front,29-12-2010
Mercedes-Benz,19900,other,52,1.8,Petrol,yes,2007,SLK 200,rear,30-12-2010
Citroen,4999,vagon,200,1.6,Diesel,yes,2008,Berlingo пасс.,front,31-12-2010
Honda,6200,other,170,2,Petrol,yes,1995,Prelude,front,03-01-2011
Nissan,88888,crossover,0,3,Diesel,yes,2009,Patrol,full,04-01-2011
BMW,21000,hatch,79,1.6,Petrol,yes,2013,118,rear,05-01-2011
Mercedes-Benz,2300,hatch,175,1.4,Petrol,no,2000,A 140,front,06-01-2011
Audi,6900,sedan,327,3.7,Petrol,yes,1997,A8,full,07-01-2011
BMW,6500,sedan,1,3,Petrol,yes,1995,730,rear,10-01-2011
Volkswagen,5300,vagon,259,1.6,Gas,yes,1995,Passat B4,front,11-01-2011
Mercedes-Benz,1950,sedan,1,2,Diesel,yes,1979,200,rear,12-01-2011
Acura,8550,sedan,145,3.2,Petrol,yes,2005,TL,front,13-01-2011
Skoda,3650,sedan,210,NA,Diesel,no,2007,Octavia A5,front,14-01-2011
BMW,45500,sedan,42,2,Diesel,yes,2014,520,rear,17-01-2011
BMW,11700,sedan,270,3,Diesel,yes,2003,530,rear,18-01-2011
Volkswagen,4999,hatch,131,1.4,Petrol,yes,2002,Polo,front,19-01-2011
Opel,5300,hatch,1,2,Gas,yes,1997,Vectra B,front,20-01-2011
Kia,14200,sedan,60,1.6,Petrol,yes,2013,Cerato,front,21-01-2011
Ford,3500,van,200,2,Gas,yes,1989,Transit пасс.,rear,24-01-2011
Audi,3700,hatch,420,2,Diesel,no,2004,A3,front,25-01-2011
Dadi,6600,other,105,2.4,Petrol,yes,2007,Shuttle,full,27-01-2011
Mazda,9300,hatch,130,NA,Other,yes,2008,3,,28-01-2011
Volkswagen,10800,van,156,1.6,Diesel,yes,2012,Caddy груз.,front,31-01-2011
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,front,01-02-2011
Kia,5700,sedan,128,1.4,Petrol,yes,2007,Rio,front,02-02-2011
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo груз.,front,03-02-2011
BMW,5800,other,400,2,Petrol,yes,1998,520,rear,04-02-2011
Mitsubishi,23900,crossover,1,1.8,Petrol,yes,2015,ASX,front,07-02-2011
Volkswagen,10500,van,176,1.6,Diesel,yes,2012,Caddy груз.,front,08-02-2011
Mercedes-Benz,173333,other,0,3,Petrol,yes,2016,S 400,full,09-02-2011
Opel,0,vagon,255,1.6,Petrol,yes,1994,Astra F,front,10-02-2011
Infiniti,29900,crossover,113,3.5,Gas,yes,2008,FX 35,full,11-02-2011
Citroen,3500,van,200,1.9,Diesel,yes,1998,Berlingo груз.,front,14-02-2011
Opel,5700,sedan,170,1.4,Gas,yes,2005,Astra G,front,15-02-2011
UAZ,5500,crossover,20,3,Gas,yes,1972,469,full,16-02-2011
Daewoo,3500,sedan,110,1.5,Petrol,yes,2007,Lanos,front,17-02-2011
Chrysler,4250,sedan,197,2.7,Petrol,yes,2004,Sebring,front,18-02-2011
VAZ,0,hatch,1,1.5,Gas,yes,1998,2109 (Балтика),front,21-02-2011
Skoda,12500,sedan,105,1.8,Petrol,yes,2010,Superb,front,22-02-2011
Skoda,2400,hatch,111,1.3,Petrol,yes,1996,Felicia,front,23-02-2011
Renault,10200,other,39,1.5,Diesel,yes,2014,Kangoo пасс.,front,24-02-2011
Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6,front,25-02-2011
Mitsubishi,6500,crossover,285,2.5,Diesel,yes,1991,Pajero,full,28-02-2011
BMW,31000,vagon,15,NA,Other,yes,2015,I3,front,01-03-2011
Citroen,4950,vagon,100,3,Petrol,yes,2003,C5,front,03-03-2011
Geely,4600,sedan,74,1.6,Gas,yes,2010,MK,front,04-03-2011
VAZ,3100,sedan,187,1.6,Petrol,yes,2007,21099,front,07-03-2011
Fiat,15100,vagon,29,1.4,Gas,yes,2014,500 L,front,08-03-2011
Fiat,5100,van,175,1.9,Diesel,yes,2002,Scudo пасс.,front,09-03-2011
BMW,4100,sedan,350,2.4,Diesel,yes,1992,525,rear,10-03-2011
Mitsubishi,9000,crossover,200,2,Gas,yes,2006,Outlander,full,11-03-2011
Mitsubishi,1450,crossover,245,2.8,Diesel,no,1996,Pajero,full,14-03-2011
Audi,17000,crossover,127,3,Diesel,no,2013,Q7,full,15-03-2011
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear,16-03-2011
Ford,56700,other,0,2.3,Petrol,yes,2016,Mustang,rear,17-03-2011
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front,18-03-2011
Rover,5500,sedan,203,2,Petrol,yes,2000,75,front,21-03-2011
Opel,6100,sedan,193,1.4,Petrol,yes,2007,Astra G,front,22-03-2011
Mercedes-Benz,24500,crossover,236,5,Petrol,yes,2000,G 500,full,23-03-2011
VAZ,4700,sedan,16,1.6,Petrol,yes,2008,2115,front,24-03-2011
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320,rear,25-03-2011
Skoda,8600,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front,28-03-2011
Honda,16200,crossover,92,2,Gas,yes,2008,CR-V,full,29-03-2011
Toyota,12900,sedan,134,2.4,Gas,yes,2007,Camry,front,30-03-2011
Renault,11700,van,150,2.3,Diesel,yes,2012,Master груз.,front,31-03-2011
Skoda,8400,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front,01-04-2011
Opel,7000,vagon,115,1.7,Diesel,yes,2009,Astra G,front,04-04-2011
Renault,2900,hatch,280,NA,Diesel,no,2005,Scenic,front,05-04-2011
Dodge,3550,sedan,303,2,Gas,yes,1994,Neon,front,06-04-2011
Kia,12900,crossover,202,2.5,Diesel,yes,2007,Sorento,full,07-04-2011
Daewoo,3450,sedan,134,0.8,Petrol,yes,2008,Matiz,front,08-04-2011
Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003,S 350,rear,11-04-2011
Mercedes-Benz,4000,sedan,405,2,Diesel,yes,1992,200,rear,13-04-2011
Ford,8200,van,123,1.8,Diesel,yes,2008,C-Max,front,15-04-2011
Geely,3700,sedan,68,1.5,Petrol,yes,2011,CK-2,front,18-04-2011
Mercedes-Benz,8000,van,40,2.9,Diesel,yes,1999,Sprinter 212 пасс.,,19-04-2011
Volkswagen,9300,van,154,2,Gas,yes,2010,Caddy пасс.,front,20-04-2011
ZAZ,1800,sedan,120,1.2,Petrol,yes,2008,1103 Славута,front,21-04-2011
SsangYong,16200,crossover,21,2,Diesel,yes,2014,Kyron,full,25-04-2011
Toyota,14700,hatch,98,1.6,Gas,yes,2013,Auris,front,26-04-2011
Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004,E-Class,,27-04-2011
Mercedes-Benz,42500,sedan,140,5.5,Petrol,yes,2011,S 500,full,28-04-2011
Daewoo,3800,sedan,94,1.5,Petrol,yes,2008,Nexia,front,29-04-2011
Mazda,9700,hatch,49,1.5,Petrol,yes,2009,2,front,02-05-2011
BMW,11800,crossover,210,3,Diesel,no,2006,X5,full,03-05-2011
VAZ,703.95,sedan,187,1.6,Petrol,yes,1985,2107,rear,04-05-2011
Nissan,3700,sedan,250,2,Other,yes,1995,Maxima,rear,05-05-2011
BMW,3700,sedan,305,1.9,Petrol,no,2000,318,rear,06-05-2011
Kia,18800,crossover,86,2.4,Gas,yes,2012,Sorento,full,09-05-2011
VAZ,5100,crossover,5,1.7,Petrol,yes,2000,2121,full,10-05-2011
Volkswagen,16450,van,143,2,Diesel,yes,2012,T5 (Transporter) груз,front,11-05-2011
Audi,30500,vagon,152,3,Diesel,yes,2012,A6,full,12-05-2011
Land Rover,83000,crossover,16,3,Petrol,yes,2015,Range Rover Sport,,13-05-2011
Volkswagen,7800,vagon,289,NA,Diesel,yes,2003,Passat B5,front,16-05-2011
Volkswagen,35000,sedan,74,4.2,Gas,yes,2011,Phaeton,full,17-05-2011
Mercedes-Benz,23500,van,161,2.2,Diesel,yes,2011,Vito пасс.,full,18-05-2011
Audi,8700,sedan,202,3.7,Gas,yes,1998,A8,full,19-05-2011
Land Rover,55000,crossover,75,3,Diesel,yes,2013,Range Rover Sport,full,20-05-2011
